date_time,source,channel,level,location,user,MID,system,SID,operation,x,y,z,BLW_g,wt_g,TWF,WS_ml,WE_ml,comment
7/29/2020 10:29,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,524924,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.83,20.4,0.85,0.71,0.72,NaN
7/29/2020 12:07,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),taminar,522944,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28,23,0.85,0.8,1.03,NaN
7/29/2020 17:11,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,524921,W10DTSM112721,-999999,Action,NaN,NaN,NaN,26.4,22.3,0.85,0.3,0.7,NaN
7/29/2020 18:41,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),severined,513271,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28.37,24,0.85,0.38,0.62,NaN
7/30/2020 12:29,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,522944,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28,22.5,0.85,1.3,0.62,NaN
7/30/2020 12:44,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,524924,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.83,20,0.85,1.11,0.65,NaN
7/30/2020 19:06,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),corbettb,513271,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28.37,23.3,0.85,0.81,0.37,NaN
7/30/2020 19:18,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,524921,W10DTSM112721,-999999,Action,NaN,NaN,NaN,26.4,21.5,0.85,0.94,0.39,NaN
7/31/2020 10:53,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,524924,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.83,20.5,0.85,0.61,0.71,NaN
7/31/2020 11:41,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,522944,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28,22.8,0.85,1,0.54,NaN
8/3/2020 13:31,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),corbettb,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.9,0.85,0.26,0.74,NaN
8/3/2020 15:29,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,522944,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28,22.1,0.85,1.7,0.55,NaN
8/3/2020 15:31,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),corbettb,524924,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.83,20.2,0.85,0.91,0.92,NaN
8/4/2020 13:34,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,524761,NP-1-Stim,-999999,Action,NaN,NaN,NaN,22.13,20.7,0.85,0.41,0.59,NaN
8/4/2020 16:03,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524924,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.83,20.2,0.85,0.91,0.87,.5; mouse satiates frequently; but did well today.
8/4/2020 16:12,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,522944,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28,22.5,0.85,1.3,0.69,.8; satiates early
8/4/2020 17:47,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),taminar,506940,NP-1-Stim,-999999,Action,NaN,NaN,NaN,27.73,27.4,0.85,0.91,0.09,NaN
8/5/2020 11:01,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.4,0.85,0.7,0.3,NaN
8/5/2020 11:06,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),taminar,506940,NP-1-Stim,-999999,Action,NaN,NaN,NaN,27.73,26.8,0.85,0.89,0.11,NaN
8/5/2020 18:09,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:839),hannah,522944,NP-1-Stim,-999999,Action,NaN,NaN,NaN,28,22.7,0.85,1.1,0.53,NaN
8/5/2020 18:54,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524924,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.83,19.8,0.85,1.31,0.67,NaN
8/6/2020 12:32,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,506940,W10DTSM118294,-999999,Action,NaN,NaN,NaN,27.73,25.5,0.85,0.92,0.08,NaN
8/6/2020 12:47,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.2,0.85,0.53,0.47,NaN
8/6/2020 18:19,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,522944,W10DTSM118294,-999999,Action,NaN,NaN,NaN,28,22.7,0.85,1.1,0.66,NaN
8/7/2020 11:21,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.2,0.85,0.59,0.41,NaN
8/7/2020 13:10,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,506940,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.73,25,0.85,0.91,0.09,NaN
8/10/2020 13:30,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.3,0.85,1.24,0.54,NaN
8/10/2020 16:02,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,19.9,0.85,0.57,0.43,NaN
8/10/2020 16:05,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,506940,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.73,23.9,0.85,1,0.43,NaN
8/11/2020 11:16,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22,0.85,1.54,0.59,NaN
8/11/2020 13:05,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,19.8,0.85,0.68,0.32,NaN
8/11/2020 14:57,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,506940,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.73,23.9,0.85,0.8,0.2,NaN
8/12/2020 11:01,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.1,0.95,0.92,0.53,NaN
8/12/2020 11:05,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.1,0.95,0.92,0.53,NaN
8/12/2020 12:58,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.1,0.85,1.44,0.69,NaN
8/13/2020 9:38,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,506940,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.73,23.7,0.85,0.68,0.32,NaN
8/13/2020 11:18,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.4,0.95,0.62,0.59,Centered monument by moving .1mm to the right of the mouse before putting mouse on
8/13/2020 12:45,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.5,0.85,1.04,0.61,NaN
8/13/2020 18:19,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,506940,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.73,23.6,0.85,0.57,0.43,NaN
8/14/2020 12:13,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524761,W10DTSM112721,-999999,Action,NaN,NaN,NaN,22.13,20.3,0.95,0.72,0.57,NaN
8/14/2020 13:45,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.4,0.85,1.14,0,NaN
8/14/2020 16:40,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,506940,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.73,23.6,0.85,0.39,0.61,NaN
8/17/2020 11:47,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,24.1,0.9,0.29,1.1,NaN
8/17/2020 12:54,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524761,W10DTSM118294,-999999,Action,NaN,NaN,NaN,22.13,20.2,0.95,0.82,0.62,NaN
8/17/2020 13:37,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524761,W10DTSM118294,-999999,Action,NaN,NaN,NaN,22.13,20.2,0.95,0.82,0.62,NaN
8/17/2020 15:25,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.2,0.85,1.34,0.59,NaN
8/17/2020 18:31,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,506940,W10DTSM118294,-999999,Action,NaN,NaN,NaN,27.73,23.6,0.85,0.52,0.48,NaN
8/18/2020 12:06,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,24,0.9,0.39,1.17,NaN
8/18/2020 14:15,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524761,W10DTSM118294,-999999,Action,NaN,NaN,NaN,22.13,20.3,0.95,0.72,0.61,NaN
8/18/2020 14:42,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.2,0.85,1.34,0.38,NaN
8/18/2020 19:20,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,506940,W10DTSM118294,-999999,Action,NaN,NaN,NaN,27.73,23.5,0.85,0.28,0.72,NaN
8/19/2020 12:24,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,24.3,0.9,0.09,1.07,NaN
8/19/2020 17:47,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524761,W10DTSM118294,-999999,Action,NaN,NaN,NaN,22.13,21,0.95,0.36,0.64,NaN
8/19/2020 18:29,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22.4,0.85,1.14,0.54,NaN
8/20/2020 12:39,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,24.1,0.9,0.29,0.91,NaN
8/20/2020 17:59,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524761,W10DTSM118294,-999999,Action,NaN,NaN,NaN,22.13,20.55,0.95,0.6,0.4,NaN
8/20/2020 18:12,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,510589,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.7,22,0.85,1.54,0.45,NaN
8/21/2020 12:52,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,24.3,0.9,0.09,1.15,NaN
8/24/2020 11:46,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,20.4,0.85,0,1.17,NaN
8/24/2020 12:08,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25,0.84,1.4,0,NaN
8/24/2020 13:58,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25.4,0.84,1,1.07,NaN
8/24/2020 16:40,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,23.4,0.9,0.99,1.01,NaN
8/25/2020 11:34,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,20,0.85,0,1,NaN
8/25/2020 11:51,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25.6,0.84,0.8,0.87,NaN
8/25/2020 16:43,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,23.5,0.9,0.89,0.79,NaN
8/26/2020 11:44,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25.4,0.84,1,0.75,NaN
8/26/2020 12:06,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,19.7,0.85,0.12,0.88,NaN
8/26/2020 17:05,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,24.2,0.9,0.19,0.81,supplemented .4  because of the cap.
8/27/2020 10:47,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25,0.84,1.4,0.51,NaN
8/27/2020 11:12,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,19.3,0.85,0.14,0.86,NaN
8/27/2020 18:37,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,527294,W10DTSM112721,-999999,Action,NaN,NaN,NaN,27.1,23.2,0.9,1.19,0.01,NaN
8/28/2020 13:10,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25,0.84,1.4,0.69,NaN
8/28/2020 13:25,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,18.9,0.85,0.21,0.79,NaN
8/31/2020 11:34,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,521466,W10DTSM118294,-999999,Action,NaN,NaN,NaN,24.17,21.1,0.85,0.31,0.69,NaN
8/31/2020 12:10,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,514936,W10DTSM112721,-999999,Action,NaN,NaN,NaN,29.87,25,0.86,0.69,0.96,NaN
8/31/2020 15:15,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,18.4,0.85,0.16,0.9,NaN
8/31/2020 15:38,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,24.6,0.84,1.8,0.77,NaN
9/1/2020 11:36,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,521466,W10DTSM118294,-999999,Action,NaN,NaN,NaN,24.17,20.8,0.85,0.37,0.63,NaN
9/1/2020 12:36,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,514936,W10DTSM112721,-999999,Action,NaN,NaN,NaN,29.87,24.8,0.86,0.89,0.3,NaN
9/1/2020 14:36,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,18.2,0.85,0.36,0.78,NaN
9/1/2020 14:49,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25.1,0.84,1.3,0.64,NaN
9/2/2020 11:51,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,521466,W10DTSM118294,-999999,Action,NaN,NaN,NaN,24.17,21,0.85,0.19,0.81,NaN
9/2/2020 12:16,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,514936,W10DTSM112721,-999999,Action,NaN,NaN,NaN,29.87,24.8,0.86,0.89,0.62,NaN
9/2/2020 17:52,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25.3,0.84,1.1,0.62,NaN
9/2/2020 18:12,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,18.6,0.85,0.39,0.61,NaN
9/3/2020 11:01,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,521466,W10DTSM118294,-999999,Action,NaN,NaN,NaN,24.17,21,0.85,0.23,0.77,NaN
9/3/2020 17:14,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,509808,W10DTSM118294,-999999,Action,NaN,NaN,NaN,31.43,25.1,0.84,1.3,0.34,NaN
9/3/2020 17:25,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524925,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.83,18.1,0.85,0.46,0.61,NaN
9/4/2020 14:28,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,521466,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.17,20.9,0.85,0.97,0.03,NaN
9/8/2020 11:24,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23.9,0.86,0.28,0.72,Running was super off and lickspout was very very low (and kept hitting it with its paws)
9/8/2020 13:36,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.2,0.86,1.16,0.53,NaN
9/8/2020 15:40,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,521466,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.17,20.4,0.85,0.42,0.58,NaN
9/9/2020 11:20,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.7,0.86,0.66,0.54,NaN
9/9/2020 11:30,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23.6,0.86,0.51,0.51,NaN
9/9/2020 18:27,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,521466,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.17,20.3,0.85,0.46,0.54,NaN
9/10/2020 11:09,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23.9,0.86,0.57,0.43,TKR: Did much better than previously; first day on 3ul; raised the wheel height and brought the lickspout down a tiny bit (200um). Didn&#x27;t seem to have any false aborts from paws or whiskers (but he was licking somewhat sporadically) Gregg wants to move lickspout towards the body because of tongue tiredness (shes also in the bottom range of how she did with NSB; 145 vs. 148-200 with them.)
9/10/2020 11:15,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.7,0.86,0.66,0.59,524760 shifted down to 3ul; but did did not adjust reservoir so drop size was actually ~4.12ul did not lower wheel because its already quite low saw some whisker aborts; so tried to adjust the lickspout to the center; this seemed to help a lot but we should try to adjust the sensitivity can&#x27;t see misses on line to see if that has changed didn&#x27;t adjust in because I didn&#x27;t see any missed licks adjusted in towards the body at around 45 min because she was slowing down and she picked back up nicely. But keep an eye on this in case we get excessive aborting or whiskers at the beginning of tomorrows session.
9/10/2020 18:15,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,521466,W10DTSM112721,-999999,Action,NaN,NaN,NaN,24.17,20.1,0.85,0.56,0.44,NaN
9/11/2020 11:41,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.5,0.86,0.86,0.54,getting a lot of whisker hits towards the end of session. potentially move lickspout forward? move wheel up to 1.2
9/11/2020 12:02,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23.8,0.86,0.47,0.53,Gregg thinks that the lickspout may need to go even a smidge closer; its already pretty far in so maype 200um up? Lets try this at the beginning of the session and pull it back if its catastrophic. Today Hannah and Gregg IDed that the mouse was licking to changes but not getting rewards so we moved the spout a bit closer (400 in and 200 up). This seems to have reduced the misses but may have increased aborts. We should keep an eye on this - gregg thinks that we should put the lickspout in a positino where it doesn&#x27;t miss licks; because missing licks fundamentally changes the statistics of the behavior they are being asked to perform. But we should talke about this. Also The running wheel adjustment 2 days ago seems to have worked. Less running yesterday.
9/14/2020 11:43,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,530862,W10DTSM118294,-999999,Action,NaN,NaN,NaN,27.73,23.5,0.85,0.17,0.83,Had a hard time finding the right wheel height and mouse was lick aborting a lot and also had some paw hits at the beginning. Has been doing much bettter for the last 3/4 of the session.
9/14/2020 14:23,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,524926,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.3,18.3,0.87,0.57,0.43,moved lick spout down 0.5mm; less wisker hits and wheel down to 1.3 less paw hits. She is licking too much.She felt more comfortable at the end Changed the Kwik-Cast
9/14/2020 14:36,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.2,0.86,1.16,0.61,NaN
9/14/2020 16:54,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),severined,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23,0.86,1.11,0.24,Did not modify anything since it is so close to experiment (but wheel seems odd). Spout is ok. He stopped afer 30 min
9/15/2020 10:55,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524926,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.3,18.6,0.87,0.09,0.91,looks like there is some overgrooming on the face; mouse might be a little stressed.  based on the previous days behavior; I lowered the running wheel to 1.2 to reduce paw hit; moved the lickspout closer to the mouse by .3; up by .1; and .1 to the inside.  potentially overwater to bring weight up? performed the best at ~19g
9/15/2020 11:39,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,530862,W10DTSM118294,-999999,Action,NaN,NaN,NaN,27.73,23.5,0.85,0.12,0.88,NaN
9/15/2020 15:12,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23.4,0.86,0.8,0.2,Satiated super early because there was possibly a cap error; and he got 1.34ml of water yesterday and tends to only get the 1ml. He was also run really late. Hoping that that is the only reason he did so bad because he was crushing it before.
9/15/2020 15:12,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.4,0.86,0.96,0.69,NaN
9/16/2020 12:21,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,530862,W10DTSM118294,-999999,Action,NaN,NaN,NaN,27.73,23.4,0.85,0.41,0.59,NaN
9/16/2020 12:27,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),greggh,524926,W10DTSM112721,-999999,Action,NaN,NaN,NaN,21.3,18,0.87,0.53,0.63,NaN
9/16/2020 17:02,NP.0-Mon / w10dtsm112722,mouse_director,INFO,finalize_clicked (rig_view.py:830),taminar,514938,W10DTSM112721,-999999,Action,NaN,NaN,NaN,28.03,23.2,0.86,0.91,0.15,NaN
9/16/2020 19:03,NP.1-Mon / w10dtsm18278,mouse_director,INFO,finalize_clicked (rig_view.py:830),hannah,524760,W10DTSM118294,-999999,Action,NaN,NaN,NaN,23.67,19.4,0.86,0.96,0.6,NaN
